sales_agent,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,close_value_per_employee,close_value_per_revenue
Markita Hansen,Blackzim,Won,2016-12-11,2017-03-11,1043.0,retail,2009.0,497.11,1588.0,United States,0.656801007556675,2.0981271750719155
Cassey Cress,Sumace,Lost,2016-12-12,2017-03-09,0.0,retail,2000.0,167.89,493.0,Romania,0.0,0.0
James Ascencio,Condax,Won,2016-12-12,2017-03-29,437.0,medical,2017.0,4.54,9.0,United States,48.55555555555556,96.25550660792952
Rosie Papadopoulos,Kinnamplus,Won,2016-12-12,2017-03-11,4465.0,retail,2004.0,702.72,1831.0,United States,2.438558164937193,6.3538820582877955
Vicki Laflamme,Konex,Won,2016-12-12,2017-03-18,443.0,technolgy,1980.0,7708.38,13756.0,United States,0.03220412910729863,0.05746992234425392
Violet Mclelland,Sumace,Lost,2016-12-12,2017-03-23,0.0,retail,2000.0,167.89,493.0,Romania,0.0,0.0
Darcel Schlecht,Betatech,Won,2016-12-13,2017-03-20,4278.0,medical,1986.0,647.18,1185.0,Kenya,3.610126582278481,6.610216632157978
Garret Kinder,Kinnamplus,Won,2016-12-13,2017-03-06,41.0,retail,2004.0,702.72,1831.0,United States,0.02239213544511196,0.05834471766848816
Jonathan Berthelot,Isdom,Won,2016-12-13,2017-03-28,519.0,medical,2002.0,3178.24,4540.0,United States,0.1143171806167401,0.16329792589609346
Maureen Marcano,Kan-code,Won,2016-12-13,2017-03-04,524.0,software,1982.0,11698.03,34288.0,United States,0.015282314512365842,0.04479386700153786
Zane Levy,Singletechno,Won,2016-12-13,2017-03-27,552.0,retail,1996.0,2214.94,5374.0,United States,0.10271678451804987,0.24921668307042177
Gladys Colclough,Konmatfix,Won,2016-12-14,2017-03-02,970.0,marketing,1985.0,375.43,1190.0,United States,0.8151260504201681,2.583704019391098
Kary Hendrixson,Hottechi,Engaging,2016-12-14,,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Kary Hendrixson,Hatfan,Won,2016-12-14,2017-03-13,1046.0,services,1982.0,792.46,1299.0,United States,0.8052347959969207,1.3199404386341267
Kary Hendrixson,Sunnamplex,Won,2016-12-14,2017-03-14,988.0,marketing,2008.0,894.37,1593.0,Poland,0.6202134337727558,1.1046882162863245
Lajuana Vencill,Codehow,Won,2016-12-14,2017-03-22,547.0,software,1998.0,2714.9,2641.0,United States,0.2071185157137448,0.201480717521824
Maureen Marcano,Singletechno,Lost,2016-12-14,2017-03-04,0.0,retail,1996.0,2214.94,5374.0,United States,0.0,0.0
Versie Hillebrand,Isdom,Won,2016-12-14,2017-03-31,54.0,medical,2002.0,3178.24,4540.0,United States,0.011894273127753305,0.016990535642368104
Violet Mclelland,Silis,Won,2016-12-14,2017-03-20,57.0,medical,1994.0,2818.38,6290.0,United States,0.009062003179650238,0.020224384220722542
Violet Mclelland,Yearin,Won,2016-12-14,2017-03-18,55.0,retail,2005.0,2261.05,3851.0,United States,0.01428200467411062,0.02432498175626368
Anna Snelling,Stanredtax,Won,2016-12-15,2017-03-15,5765.0,finance,1987.0,1698.2,3798.0,United States,1.5179041600842549,3.3947709339300434
Daniell Hammack,Bioplex,Won,2016-12-15,2017-03-16,639.0,medical,1991.0,326.82,1016.0,United States,0.6289370078740157,1.9552046998347714
Kary Hendrixson,Labdrill,Won,2016-12-15,2017-03-15,5100.0,medical,1985.0,2741.37,9226.0,United States,0.5527856058963798,1.8603836767747515
Vicki Laflamme,Fasehatice,Won,2016-12-15,2017-03-07,4906.0,retail,1990.0,4968.91,7523.0,United States,0.6521334573973149,0.9873392756157789
Boris Faz,Genco Pura Olive Oil Company,Engaging,2016-12-16,,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Daniell Hammack,Domzoom,Engaging,2016-12-16,,0.0,entertainment,1998.0,217.87,551.0,United States,0.0,0.0
Donn Cantrell,Opentech,Won,2016-12-16,2017-03-07,1037.0,finance,1994.0,355.23,853.0,United States,1.2157092614302463,2.9192354249359567
James Ascencio,Plexzap,Won,2016-12-16,2017-03-15,537.0,retail,2001.0,2437.85,4874.0,United States,0.11017644645055397,0.22027606292429805
Kary Hendrixson,Hatfan,Won,2016-12-16,2017-03-09,4694.0,services,1982.0,792.46,1299.0,United States,3.613548883756736,5.923327360371501
Lajuana Vencill,Konmatfix,Won,2016-12-16,2017-03-24,560.0,marketing,1985.0,375.43,1190.0,United States,0.47058823529411764,1.4916229390299123
Moses Frase,dambase,Won,2016-12-16,2017-03-13,589.0,marketing,1995.0,2173.98,2928.0,United States,0.20116120218579234,0.2709316553050166
Reed Clapper,Mathtouch,Won,2016-12-16,2017-03-14,493.0,marketing,1984.0,3027.46,9516.0,Jordan,0.05180748213535099,0.16284277909534725
Versie Hillebrand,Betatech,Won,2016-12-16,2017-03-08,50.0,medical,1986.0,647.18,1185.0,Kenya,0.04219409282700422,0.07725825890787726
Vicki Laflamme,Y-corporation,Won,2016-12-16,2017-03-28,492.0,employment,1983.0,2871.35,9561.0,United States,0.05145905240037653,0.17134797220819475
Corliss Cosme,Konex,Won,2016-12-17,2017-03-13,1255.0,technolgy,1980.0,7708.38,13756.0,United States,0.09123291654550741,0.1628098251513288
Darcel Schlecht,Statholdings,Won,2016-12-17,2017-03-04,463.0,employment,1997.0,291.27,586.0,United States,0.7901023890784983,1.5895904143921449
Donn Cantrell,Initech,Lost,2016-12-17,2017-03-27,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0.0,0.0
Donn Cantrell,Zencorporation,Won,2016-12-17,2017-03-12,605.0,technolgy,2011.0,40.79,142.0,China,4.26056338028169,14.832066683010542
Hayden Neloms,Fasehatice,Won,2016-12-17,2017-03-20,1315.0,retail,1990.0,4968.91,7523.0,United States,0.17479728831583144,0.2646455661301976
Lajuana Vencill,Zumgoity,Won,2016-12-17,2017-03-02,559.0,medical,1984.0,441.08,1210.0,United States,0.46198347107438015,1.2673437925092954
Moses Frase,Rundofase,Won,2016-12-17,2017-03-28,557.0,technolgy,1983.0,1008.06,1238.0,United States,0.4499192245557351,0.5525464754082099
Rosie Papadopoulos,Vehement Capital Partners,Won,2016-12-17,2017-03-02,48.0,finance,1993.0,646.1,883.0,United States,0.05436013590033975,0.07429190527782077
Versie Hillebrand,Isdom,Won,2016-12-17,2017-03-25,6282.0,medical,2002.0,3178.24,4540.0,United States,1.3837004405286344,1.9765656463954895
Anna Snelling,Isdom,Won,2016-12-18,2017-03-02,3246.0,medical,2002.0,3178.24,4540.0,United States,0.714977973568282,1.0213199758356828
Darcel Schlecht,Finhigh,Won,2016-12-18,2017-03-14,514.0,finance,2006.0,1102.43,1759.0,United States,0.2922114837976123,0.4662427546420181
Donn Cantrell,Silis,Won,2016-12-18,2017-03-15,1132.0,medical,1994.0,2818.38,6290.0,United States,0.17996820349761528,0.40164917434838454
Garret Kinder,Silis,Won,2016-12-18,2017-03-21,5918.0,medical,1994.0,2818.38,6290.0,United States,0.9408585055643879,2.0997878213725616
Kary Hendrixson,Hottechi,Lost,2016-12-18,2017-03-18,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Maureen Marcano,Kan-code,Lost,2016-12-18,2017-03-14,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Rosalina Dieter,Hatfan,Lost,2016-12-18,2017-03-13,0.0,services,1982.0,792.46,1299.0,United States,0.0,0.0
Rosie Papadopoulos,Plexzap,Engaging,2016-12-18,,0.0,retail,2001.0,2437.85,4874.0,United States,0.0,0.0
Versie Hillebrand,Gogozoom,Won,2016-12-18,2017-03-24,2955.0,telecommunications,2007.0,86.68,187.0,United States,15.802139037433156,34.090909090909086
Vicki Laflamme,Fasehatice,Won,2016-12-18,2017-03-21,3742.0,retail,1990.0,4968.91,7523.0,United States,0.4974079489565333,0.7530826680298094
Violet Mclelland,Initech,Won,2016-12-18,2017-03-14,64.0,telecommunications,1994.0,6395.05,20275.0,United States,0.003156596794081381,0.010007740361685991
Wilburn Farren,Initech,Lost,2016-12-18,2017-03-27,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0.0,0.0
Elease Gluck,Warephase,Engaging,2016-12-19,,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Elease Gluck,Scotfind,Won,2016-12-19,2017-03-18,1164.0,software,1996.0,6354.87,16780.0,United States,0.06936829558998808,0.18316661080399757
Elease Gluck,Singletechno,Won,2016-12-19,2017-03-07,65.0,retail,1996.0,2214.94,5374.0,United States,0.012095273539263119,0.029346167390538795
Gladys Colclough,Cancity,Lost,2016-12-19,2017-03-07,0.0,retail,2001.0,718.62,2448.0,United States,0.0,0.0
Kami Bicknell,Groovestreet,Won,2016-12-19,2017-03-16,441.0,retail,2003.0,223.8,299.0,United States,1.4749163879598661,1.970509383378016
Marty Freudenburg,Finhigh,Lost,2016-12-19,2017-03-12,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Vicki Laflamme,Hatfan,Won,2016-12-19,2017-03-16,4907.0,services,1982.0,792.46,1299.0,United States,3.77752117013087,6.192110642808469
Anna Snelling,Isdom,Lost,2016-12-20,2017-03-01,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Darcel Schlecht,Codehow,Won,2016-12-20,2017-03-25,3269.0,software,1998.0,2714.9,2641.0,United States,1.2377887163953047,1.2040959151349957
Donn Cantrell,Kinnamplus,Won,2016-12-20,2017-03-12,579.0,retail,2004.0,702.72,1831.0,United States,0.3162206444565811,0.823941256830601
Gladys Colclough,Isdom,Lost,2016-12-20,2017-03-25,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Kary Hendrixson,Dalttechnology,Lost,2016-12-20,2017-03-07,0.0,software,2013.0,98.79,96.0,United States,0.0,0.0
Kary Hendrixson,Xx-holding,Won,2016-12-20,2017-03-31,51.0,finance,1993.0,7537.24,20293.0,United States,0.0025131818853791946,0.006766402555842723
Markita Hansen,Faxquote,Won,2016-12-20,2017-03-08,64.0,telecommunications,1995.0,1825.82,5595.0,United States,0.011438784629133154,0.035052743424872114
Rosie Papadopoulos,Donware,Won,2016-12-20,2017-03-08,60.0,marketing,1999.0,1197.44,2570.0,United States,0.023346303501945526,0.050106894708711915
Cassey Cress,Ganjaflex,Won,2016-12-21,2017-03-27,1186.0,retail,1995.0,5158.71,17479.0,Japan,0.06785285199382116,0.22990243684952247
Corliss Cosme,Yearin,Won,2016-12-21,2017-03-09,3577.0,retail,2005.0,2261.05,3851.0,United States,0.9288496494417035,1.582008358948276
Daniell Hammack,Donquadtech,Won,2016-12-21,2017-03-07,1020.0,technolgy,1992.0,1712.68,3194.0,United States,0.319348778960551,0.5955578391760282
Elease Gluck,Blackzim,Engaging,2016-12-21,,0.0,retail,2009.0,497.11,1588.0,United States,0.0,0.0
Hayden Neloms,Zoomit,Won,2016-12-21,2017-03-23,53.0,entertainment,1992.0,324.19,978.0,United States,0.0541922290388548,0.16348437644591135
Jonathan Berthelot,Rundofase,Lost,2016-12-21,2017-03-10,0.0,technolgy,1983.0,1008.06,1238.0,United States,0.0,0.0
Kary Hendrixson,Faxquote,Lost,2016-12-21,2017-03-28,0.0,telecommunications,1995.0,1825.82,5595.0,United States,0.0,0.0
Kary Hendrixson,Sunnamplex,Won,2016-12-21,2017-03-08,4719.0,marketing,2008.0,894.37,1593.0,Poland,2.9623352165725048,5.276339769893892
Moses Frase,Codehow,Won,2016-12-21,2017-03-22,546.0,software,1998.0,2714.9,2641.0,United States,0.20673987126088603,0.201112379829828
Niesha Huffines,Domzoom,Won,2016-12-21,2017-03-21,1212.0,entertainment,1998.0,217.87,551.0,United States,2.1996370235934664,5.56295038325607
Vicki Laflamme,Sunnamplex,Lost,2016-12-21,2017-03-08,0.0,marketing,2008.0,894.37,1593.0,Poland,0.0,0.0
Anna Snelling,Bioholding,Lost,2016-12-22,2017-03-27,0.0,medical,2012.0,587.34,1356.0,Philipines,0.0,0.0
Gladys Colclough,Dontechi,Won,2016-12-22,2017-03-14,5533.0,software,1982.0,4618.0,10083.0,United States,0.5487454130715065,1.1981377219575573
Kami Bicknell,Finjob,Won,2016-12-22,2017-03-01,3295.0,employment,1988.0,2059.9,3644.0,United States,0.9042261251372119,1.5995922132142337
Rosalina Dieter,Finjob,Won,2016-12-22,2017-03-31,45.0,employment,1988.0,2059.9,3644.0,United States,0.01234906695938529,0.021845720666051748
Violet Mclelland,Bioplex,Won,2016-12-22,2017-03-04,56.0,medical,1991.0,326.82,1016.0,United States,0.05511811023622047,0.17134814270852458
Zane Levy,Opentech,Engaging,2016-12-22,,0.0,finance,1994.0,355.23,853.0,United States,0.0,0.0
Daniell Hammack,Finhigh,Engaging,2016-12-23,,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Darcel Schlecht,Funholding,Won,2016-12-23,2017-03-20,4247.0,finance,1991.0,2819.5,7227.0,United States,0.587657395876574,1.5062954424543358
Gladys Colclough,Isdom,Won,2016-12-23,2017-03-13,3440.0,medical,2002.0,3178.24,4540.0,United States,0.7577092511013216,1.0823600483286349
James Ascencio,Plexzap,Won,2016-12-23,2017-03-02,5040.0,retail,2001.0,2437.85,4874.0,United States,1.034058268362741,2.067395450909613
Jonathan Berthelot,Cancity,Won,2016-12-23,2017-03-12,469.0,retail,2001.0,718.62,2448.0,United States,0.19158496732026145,0.6526397818040133
Moses Frase,Isdom,Won,2016-12-23,2017-03-07,58.0,medical,2002.0,3178.24,4540.0,United States,0.01277533039647577,0.018249093838099074
Cecily Lampkin,Isdom,Won,2016-12-24,2017-03-16,2955.0,medical,2002.0,3178.24,4540.0,United States,0.6508810572687225,0.9297598670962546
Corliss Cosme,Condax,Won,2016-12-24,2017-03-26,5228.0,medical,2017.0,4.54,9.0,United States,580.8888888888889,1151.5418502202642
Darcel Schlecht,Toughzap,Won,2016-12-24,2017-03-14,3358.0,retail,1995.0,332.43,799.0,United States,4.202753441802253,10.10137472550612
Elease Gluck,Green-Plus,Lost,2016-12-24,2017-03-29,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Jonathan Berthelot,Codehow,Won,2016-12-24,2017-03-31,517.0,software,1998.0,2714.9,2641.0,United States,0.19575918212798182,0.19043058676194335
Moses Frase,Dontechi,Won,2016-12-24,2017-03-03,615.0,software,1982.0,4618.0,10083.0,United States,0.060993751859565605,0.13317453443048938
Niesha Huffines,Domzoom,Lost,2016-12-24,2017-03-10,0.0,entertainment,1998.0,217.87,551.0,United States,0.0,0.0
Versie Hillebrand,Condax,Won,2016-12-24,2017-03-08,62.0,medical,2017.0,4.54,9.0,United States,6.888888888888889,13.656387665198238
Darcel Schlecht,Isdom,Won,2016-12-25,2017-03-13,4711.0,medical,2002.0,3178.24,4540.0,United States,1.0376651982378855,1.4822669150221508
Donn Cantrell,Kinnamplus,Lost,2016-12-25,2017-03-23,0.0,retail,2004.0,702.72,1831.0,United States,0.0,0.0
Garret Kinder,Yearin,Won,2016-12-25,2017-03-30,510.0,retail,2005.0,2261.05,3851.0,United States,0.13243313425084394,0.22555892173989958
Gladys Colclough,Warephase,Won,2016-12-25,2017-03-25,4891.0,services,1997.0,2041.73,5276.0,United States,0.9270280515542078,2.3955175268032503
Hayden Neloms,Green-Plus,Won,2016-12-25,2017-03-17,926.0,services,2003.0,692.19,1922.0,United States,0.481789802289282,1.337782978661928
Lajuana Vencill,Betatech,Won,2016-12-25,2017-03-10,56.0,medical,1986.0,647.18,1185.0,Kenya,0.04725738396624472,0.08652924997682253
Maureen Marcano,Treequote,Engaging,2016-12-25,,0.0,telecommunications,1988.0,5266.09,8595.0,United States,0.0,0.0
Violet Mclelland,Ontomedia,Won,2016-12-25,2017-03-05,47.0,employment,1997.0,882.12,2769.0,United States,0.016973636691946552,0.05328073278012062
Darcel Schlecht,Rangreen,Lost,2016-12-26,2017-03-23,0.0,technolgy,1987.0,2938.67,8775.0,Panama,0.0,0.0
James Ascencio,Nam-zim,Won,2016-12-26,2017-03-10,6490.0,services,1987.0,405.59,1179.0,Brazil,5.504664970313825,16.001380704652483
Kami Bicknell,Gogozoom,Engaging,2016-12-26,,0.0,telecommunications,2007.0,86.68,187.0,United States,0.0,0.0
Niesha Huffines,Treequote,Won,2016-12-26,2017-03-02,3841.0,telecommunications,1988.0,5266.09,8595.0,United States,0.4468877254217568,0.7293836603628119
Kary Hendrixson,Faxquote,Won,2016-12-27,2017-03-15,5256.0,telecommunications,1995.0,1825.82,5595.0,United States,0.9394101876675603,2.878706553767622
Markita Hansen,Kan-code,Lost,2016-12-27,2017-03-28,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Markita Hansen,Sonron,Lost,2016-12-27,2017-03-25,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0.0,0.0
Anna Snelling,Conecom,Won,2016-12-28,2017-03-01,625.0,technolgy,2005.0,1520.66,1806.0,United States,0.34606866002214837,0.4110057475043731
Darcel Schlecht,Warephase,Lost,2016-12-28,2017-03-16,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Darcel Schlecht,Conecom,Won,2016-12-28,2017-03-22,3952.0,technolgy,2005.0,1520.66,1806.0,United States,2.1882613510520486,2.598871542619652
Kary Hendrixson,Konex,Won,2016-12-28,2017-03-13,5515.0,technolgy,1980.0,7708.38,13756.0,United States,0.4009159639430067,0.715455128055441
Reed Clapper,Vehement Capital Partners,Won,2016-12-28,2017-03-16,57.0,finance,1993.0,646.1,883.0,United States,0.06455266138165346,0.08822163751741216
Versie Hillebrand,Konmatfix,Won,2016-12-28,2017-03-28,51.0,marketing,1985.0,375.43,1190.0,United States,0.04285714285714286,0.13584423194736703
Vicki Laflamme,Fasehatice,Won,2016-12-28,2017-03-13,3803.0,retail,1990.0,4968.91,7523.0,United States,0.5055164163232753,0.7653590022761532
Anna Snelling,Rundofase,Won,2016-12-29,2017-03-27,5459.0,technolgy,1983.0,1008.06,1238.0,United States,4.409531502423263,5.415352260778128
Anna Snelling,Stanredtax,Won,2016-12-29,2017-03-23,4148.0,finance,1987.0,1698.2,3798.0,United States,1.0921537651395472,2.4425862678129784
Corliss Cosme,Ganjaflex,Won,2016-12-29,2017-03-23,5002.0,retail,1995.0,5158.71,17479.0,Japan,0.28617197780193376,0.9696222505238713
Corliss Cosme,Gekko & Co,Won,2016-12-29,2017-03-03,3351.0,retail,1990.0,2520.83,3502.0,United States,0.9568817818389491,1.3293240718334836
Gladys Colclough,Domzoom,Won,2016-12-29,2017-03-19,571.0,entertainment,1998.0,217.87,551.0,United States,1.0362976406533575,2.6208289346858216
James Ascencio,Goodsilron,Won,2016-12-29,2017-03-10,601.0,marketing,2000.0,2952.73,5107.0,United States,0.1176816134717055,0.20354045239490234
Markita Hansen,Zoomit,Won,2016-12-29,2017-03-13,576.0,entertainment,1992.0,324.19,978.0,United States,0.588957055214724,1.7767358647706593
Marty Freudenburg,Funholding,Won,2016-12-29,2017-03-03,52.0,finance,1991.0,2819.5,7227.0,United States,0.007195240071952401,0.018442986345096647
Maureen Marcano,Fasehatice,Won,2016-12-29,2017-03-13,1185.0,retail,1990.0,4968.91,7523.0,United States,0.15751694802605343,0.23848288658880923
Reed Clapper,Gekko & Co,Lost,2016-12-29,2017-03-28,0.0,retail,1990.0,2520.83,3502.0,United States,0.0,0.0
Rosalina Dieter,Plexzap,Won,2016-12-29,2017-03-14,56.0,retail,2001.0,2437.85,4874.0,United States,0.011489536315141567,0.022971060565662366
Violet Mclelland,Opentech,Won,2016-12-29,2017-03-29,54.0,finance,1994.0,355.23,853.0,United States,0.06330597889800703,0.15201418799087915
Zane Levy,Xx-holding,Won,2016-12-29,2017-03-13,4818.0,finance,1993.0,7537.24,20293.0,United States,0.23742177105405804,0.6392260296872595
Anna Snelling,Codehow,Won,2017-01-01,2017-03-01,5087.0,software,1998.0,2714.9,2641.0,United States,1.9261643316925408,1.8737338391837637
Daniell Hammack,Opentech,Won,2017-01-01,2017-03-19,1116.0,finance,1994.0,355.23,853.0,United States,1.3083235638921453,3.1416265518115023
Darcel Schlecht,Gogozoom,Won,2017-01-01,2017-03-20,510.0,telecommunications,2007.0,86.68,187.0,United States,2.727272727272727,5.88371019843101
Jonathan Berthelot,Streethex,Won,2017-01-01,2017-03-16,565.0,retail,1988.0,1376.8,1165.0,Belgium,0.48497854077253216,0.4103718768158048
Kami Bicknell,Finjob,Won,2017-01-01,2017-03-26,633.0,employment,1988.0,2059.9,3644.0,United States,0.17371020856201977,0.30729647070246124
Reed Clapper,Xx-zobam,Won,2017-01-01,2017-03-29,3962.0,entertainment,1989.0,3838.39,8274.0,United States,0.47884940778341795,1.0322036061994744
Vicki Laflamme,Y-corporation,Won,2017-01-01,2017-03-22,3672.0,employment,1983.0,2871.35,9561.0,United States,0.38406024474427364,1.2788409633099413
Zane Levy,Green-Plus,Engaging,2017-01-01,,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Zane Levy,Goodsilron,Won,2017-01-01,2017-03-18,4586.0,marketing,2000.0,2952.73,5107.0,United States,0.8979831603681222,1.5531389595391383
Anna Snelling,Hottechi,Won,2017-01-02,2017-03-02,60.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0036365840353960845,0.007343599685693933
Corliss Cosme,dambase,Engaging,2017-01-02,,0.0,marketing,1995.0,2173.98,2928.0,United States,0.0,0.0
Jonathan Berthelot,Dontechi,Won,2017-01-02,2017-05-04,572.0,software,1982.0,4618.0,10083.0,United States,0.056729148071010614,0.12386314421827631
Kary Hendrixson,Goodsilron,Won,2017-01-02,2017-03-01,550.0,marketing,2000.0,2952.73,5107.0,United States,0.10769532014881535,0.18626830086055954
Kary Hendrixson,Sonron,Won,2017-01-02,2017-03-17,4125.0,telecommunications,1999.0,1699.85,5108.0,United States,0.807556773688332,2.426684707474189
